Outcode,YearBin,min,max,mean,stddev,count,median,lowerQuartile,upperQuartile,skew,range,IQR
W12,2015 +,500.0,67000000.0,842388.1979,1290616.4838283162,4862.0,685000.0,450000.0,1039740.0,32.026828606875945,66999500.0,589740.0
GL1,1995 - 2004,2500.0,1028325.0,69499.0462,46067.14521924178,7985.0,58000.0,38600.0,89000.0,3.438067122062375,1025825.0,50400.0
GL1,2005 - 2014,10000.0,28856997.0,136681.6068,361091.6515526601,6513.0,120000.0,100000.0,149500.0,77.28877621116621,28846997.0,49500.0
GL1,2015 +,100.0,115000000.0,248985.9437,1619387.856067562,6960.0,160000.0,124000.0,221500.0,57.3111948277715,114999900.0,97500.0
HD2,1995 - 2004,350.0,668000.0,77030.8951,61906.76488734468,4860.0,57500.0,35500.0,99995.0,2.49768782465116,667650.0,64495.0
HD2,2005 - 2014,14364.0,1650000.0,146318.4661,99441.526765163,3978.0,124000.0,82000.0,177000.0,3.691199089521075,1635636.0,95000.0
HD2,2015 +,105.0,13521161.0,201568.0214,360136.4237750165,3698.0,145000.0,92500.0,240000.0,22.55809235072364,13521056.0,147500.0
HP12,1995 - 2004,11120.0,630000.0,112748.7663,61261.59911349406,4792.0,98000.0,67500.0,142500.0,1.5029558503520757,618880.0,75000.0
HP12,2005 - 2014,12000.0,1650000.0,211096.9709,89401.65744654025,3332.0,199950.0,154950.0,247000.0,3.3868699069796926,1638000.0,92050.0
HP12,2015 +,1000.0,21650000.0,357643.9183,682764.5062590273,2679.0,310000.0,217000.0,390000.0,23.779435203780157,21649000.0,173000.0
HP3,1995 - 2004,10000.0,1850000.0,162228.4515,120682.94527862902,6290.0,136500.0,86950.0,196000.0,3.7125077101943713,1840000.0,109050.0
HP3,2005 - 2014,35000.0,37000000.0,307721.9428,651370.0634824487,5276.0,239000.0,185000.0,320000.0,40.815326626821694,36965000.0,135000.0
HP3,2015 +,1000.0,64000000.0,453202.6969,971470.1636219329,5256.0,370000.0,288000.0,495000.0,54.6631245539708,63999000.0,207000.0
HR9,1995 - 2004,2000.0,1150000.0,130104.2951,91956.34114845662,4225.0,105000.0,67000.0,164000.0,2.2620067265358568,1148000.0,97000.0
HR9,2005 - 2014,44500.0,2000000.0,232586.177,127218.92827737588,3406.0,207500.0,146000.0,285000.0,2.60203631124841,1955500.0,139000.0
HR9,2015 +,1000.0,20254775.0,341344.1473,448270.3178688872,3876.0,279000.0,185000.0,407000.0,26.638140204867103,20253775.0,222000.0
HU16,1995 - 2004,10080.0,900000.0,89907.8345,59711.71453756956,3166.0,74000.0,53500.0,111950.0,3.3563684941187337,889920.0,58450.0
HU16,2005 - 2014,2500.0,1300000.0,169435.5477,77177.03819100135,2567.0,156000.0,120000.0,197500.0,2.70023074864713,1297500.0,77500.0
HU16,2015 +,100.0,7525778.0,231158.6787,234614.91107030152,3358.0,200000.0,145750.0,270000.0,15.48037787516578,7525678.0,124250.0
LA2,1995 - 2004,1500.0,650000.0,107341.1226,74132.4929968741,3727.0,84950.0,57000.0,135000.0,1.9502536733545544,648500.0,78000.0
LA2,2005 - 2014,480.0,2495000.0,225190.0325,130058.28898147492,2765.0,190000.0,145000.0,270000.0,4.240096039515186,2494520.0,125000.0
LA2,2015 +,100.0,4679407.0,280882.7775,236697.2231342037,3726.0,234995.0,160000.0,340000.0,8.14941236072542,4679307.0,180000.0
M35,1995 - 2004,150.0,1135000.0,57118.1296,43034.61698314443,4020.0,46800.0,33000.0,68000.0,6.028369461766413,1134850.0,35000.0
M35,2005 - 2014,1000.0,3902021.0,119615.4362,155736.94399436636,2687.0,103500.0,80000.0,132500.0,21.418706781207533,3901021.0,52500.0
M35,2015 +,135.0,7140000.0,174546.6417,231429.68043101323,3394.0,145000.0,106000.0,195000.0,18.515925647718703,7139865.0,89000.0
M50,1995 - 2004,5000.0,750000.0,124967.1013,68148.19584241128,879.0,115000.0,75950.0,156500.0,2.476368642151716,745000.0,80550.0
M50,2005 - 2014,14000.0,6775000.0,172115.5325,183957.7137946332,2045.0,149950.0,112000.0,205000.0,24.61590953355633,6761000.0,93000.0
M50,2015 +,1000.0,48747000.0,269996.5192,1176426.455042563,3378.0,155000.0,114995.0,210950.0,24.9255271534914,48746000.0,95955.0
NE10,1995 - 2004,840.0,425000.0,57359.6904,34164.39218417012,4909.0,49000.0,34250.0,70000.0,1.9923058266809328,424160.0,35750.0
NE10,2005 - 2014,12500.0,1730000.0,113160.5918,56570.535018608,3841.0,105000.0,83000.0,135000.0,11.336099456110212,1717500.0,52000.0
NE10,2015 +,360.0,8250000.0,143309.9597,340255.7590186777,3769.0,115000.0,83000.0,150000.0,18.56180324143667,8249640.0,67000.0
NE12,1995 - 2004,550.0,495000.0,76569.8268,45710.14832829149,6832.0,66000.0,46000.0,94000.0,2.040861489292839,494450.0,48000.0
NE12,2005 - 2014,7015.0,1800000.0,145337.3448,71416.38184121235,5568.0,133500.0,105000.0,169950.0,4.953314864556139,1792985.0,64950.0
NE12,2015 +,200.0,247476460.0,244007.665,3177593.404143984,6146.0,159000.0,118000.0,228000.0,76.69893370427654,247476260.0,110000.0
NG16,1995 - 2004,900.0,800000.0,73409.3653,50596.76640789746,12839.0,59500.0,39995.0,90000.0,2.6647499834493478,799100.0,50005.0
NG16,2005 - 2014,13000.0,7621200.0,135377.4943,100934.37738511572,9269.0,120000.0,92950.0,158000.0,44.612428064876745,7608200.0,65050.0
NG16,2015 +,500.0,22800000.0,196717.6413,458157.5971673671,10281.0,160000.0,120000.0,220000.0,38.25871779689275,22799500.0,100000.0
OX39,1995 - 2004,13500.0,1300000.0,169606.5395,119247.3196243944,1353.0,138000.0,97500.0,200000.0,3.5282955394694437,1286500.0,102500.0
OX39,2005 - 2014,69000.0,2100000.0,322597.9526,189884.7504638322,1161.0,265000.0,218000.0,355000.0,3.2377775108928257,2031000.0,137000.0
OX39,2015 +,5000.0,9025000.0,498780.7787,448721.1788253542,1532.0,405000.0,325100.0,565000.0,9.349335525851098,9020000.0,239900.0
PE3,1995 - 2004,6204.0,820000.0,76950.9847,57177.54329253198,5361.0,60000.0,39000.0,90500.0,2.7372650593703045,813796.0,51500.0
PE3,2005 - 2014,29400.0,5200000.0,154055.2264,120452.99881157848,3864.0,122000.0,100000.0,180000.0,20.528492118746765,5170600.0,80000.0
PE3,2015 +,2500.0,17500000.0,277662.3684,747856.058431411,3656.0,180000.0,138000.0,280000.0,17.13623396247434,17497500.0,142000.0
PE31,1995 - 2004,9000.0,1700000.0,105304.5598,87885.3046874371,5495.0,79500.0,54000.0,130000.0,4.423246902717935,1691000.0,76000.0
PE31,2005 - 2014,23000.0,3147300.0,239449.1816,190314.54414894653,4251.0,185000.0,147000.0,251000.0,5.046690487308218,3124300.0,104000.0
PE31,2015 +,100.0,14790876.0,385017.9241,474762.1186813146,4415.0,278000.0,202000.0,417000.0,14.298836084259325,14790776.0,215000.0
PL28,1995 - 2004,3000.0,900000.0,135584.9225,102899.36684566144,1291.0,105000.0,63870.0,175100.0,1.904525345266428,897000.0,111230.0
PL28,2005 - 2014,40000.0,4000050.0,366288.8609,286715.0524044815,920.0,300000.0,215000.0,425000.0,5.262826513461888,3960050.0,210000.0
PL28,2015 +,5000.0,11827961.0,520919.6211,574024.2333251161,1222.0,395000.0,240000.0,645000.0,8.256485506571938,11822961.0,405000.0
RH3,1995 - 2004,30000.0,1800000.0,252596.0591,188586.4659918077,711.0,197500.0,134000.0,292000.0,2.6254288966667207,1770000.0,158000.0
RH3,2005 - 2014,42625.0,2175000.0,475329.9837,291303.45091948216,614.0,370000.0,292000.0,558000.0,2.066769364680201,2132375.0,266000.0
RH3,2015 +,3000.0,4500053.0,718460.0914,414623.2267573042,547.0,600000.0,470000.0,850000.0,2.7380698519835227,4497053.0,380000.0
RM15,1995 - 2004,7500.0,545000.0,89536.9962,50440.24702721544,5729.0,77500.0,54000.0,118000.0,1.5292846181618576,537500.0,64000.0
RM15,2005 - 2014,42000.0,875000.0,170395.1879,56976.87064607228,3746.0,164995.0,135000.0,195000.0,1.658711986199896,833000.0,60000.0
RM15,2015 +,1000.0,16715000.0,300162.6623,323607.02914064215,4418.0,285000.0,230000.0,345000.0,34.78288731521494,16714000.0,115000.0
RM9,1995 - 2004,5040.0,300000.0,93868.7507,43223.971738579225,4917.0,84000.0,56500.0,131500.0,0.5004534646310241,294960.0,75000.0
RM9,2005 - 2014,15999.0,1316361.0,176674.024,42590.55193320321,3830.0,170000.0,155000.0,190500.0,6.646899310732936,1300362.0,35500.0
RM9,2015 +,500.0,26000000.0,341306.7465,805860.8793276845,3255.0,305000.0,265000.0,340000.0,27.05901570629893,25999500.0,75000.0
S65,1995 - 2004,265.0,475000.0,53064.4942,41709.76279855499,4288.0,41500.0,29000.0,64000.0,3.041850618584123,474735.0,35000.0
S65,2005 - 2014,10500.0,4740000.0,114292.2764,103692.330437815,3235.0,92500.0,71400.0,142150.0,27.9636158414704,4729500.0,70750.0
S65,2015 +,105.0,27900000.0,149075.538,532557.4057759021,3552.0,112000.0,73000.0,172500.0,44.83049098004335,27899895.0,99500.0
SS5,1995 - 2004,14000.0,1200000.0,136004.3554,92187.61670379396,4074.0,112500.0,72000.0,171000.0,2.5892708482461546,1186000.0,99000.0
SS5,2005 - 2014,50000.0,1350000.0,261198.3281,118205.9939998433,3164.0,227500.0,190000.0,290000.0,2.411000429119577,1300000.0,100000.0
SS5,2015 +,2000.0,93395000.0,449433.1335,1579871.1315496005,3604.0,375000.0,305000.0,484995.0,56.65587148546798,93393000.0,179995.0
SW1A,1995 - 2004,75000.0,4300000.0,595535.7692,655816.3830140156,169.0,375000.0,265000.0,625000.0,3.0436534230002,4225000.0,360000.0
SW1A,2005 - 2014,104000.0,65500000.0,2850960.7073,7788521.969303412,123.0,985000.0,550000.0,1852000.0,6.695104361408645,65396000.0,1302000.0
SW1A,2015 +,30000.0,325169089.0,13796566.635,34249812.514506094,200.0,3875000.0,1430000.0,10000000.0,5.449292911987386,325139089.0,8570000.0
SY11,1995 - 2004,2000.0,932000.0,77473.1328,54669.467185759946,5745.0,60000.0,43000.0,93000.0,3.1512612312072776,930000.0,50000.0
SY11,2005 - 2014,28750.0,1965000.0,161697.1193,83973.0213742244,4073.0,139995.0,114500.0,182500.0,4.437299924883323,1936250.0,68000.0
SY11,2015 +,500.0,6570000.0,213691.6752,236474.96864967863,4387.0,170000.0,131000.0,244950.0,14.850948216155924,6569500.0,113950.0
SY12,1995 - 2004,2500.0,900000.0,101371.802,77301.99628490061,1500.0,77000.0,53000.0,126995.0,3.2737773104542125,897500.0,73995.0
SY12,2005 - 2014,32000.0,825000.0,197252.6724,103664.2163464922,1160.0,167500.0,125000.0,245000.0,1.7295979011874212,793000.0,120000.0
SY12,2015 +,200.0,3075000.0,237639.378,173880.9702611129,1463.0,196000.0,151995.0,275000.0,6.527733087824018,3074800.0,123005.0
SY4,1995 - 2004,7000.0,810000.0,117302.8042,80839.1206571919,4229.0,94000.0,60000.0,149950.0,2.110917818841083,803000.0,89950.0
SY4,2005 - 2014,21000.0,1300000.0,226191.5159,120606.03515288568,3181.0,195000.0,145000.0,280000.0,2.186136879906913,1279000.0,135000.0
SY4,2015 +,100.0,16125676.0,305740.3045,348294.7508014432,4237.0,250000.0,175000.0,363000.0,25.03789400588276,16125576.0,188000.0
TA2,1995 - 2004,2122.0,750000.0,99217.7584,61621.32316168838,6001.0,82950.0,58000.0,124495.0,2.568490214188786,747878.0,66495.0
TA2,2005 - 2014,34500.0,17112299.0,198919.6571,360052.659846445,4710.0,167500.0,138000.0,219950.0,44.06279957443204,17077799.0,81950.0
TA2,2015 +,1000.0,3750000.0,253963.3566,170814.08524173612,6211.0,222000.0,170000.0,289995.0,6.57492929265008,3749000.0,119995.0
TF1,1995 - 2004,1050.0,1100000.0,82400.666,52470.88752337277,7877.0,69000.0,47000.0,103000.0,2.935085753439264,1098950.0,56000.0
TF1,2005 - 2014,26545.0,1950000.0,149723.7049,74189.21949669755,5480.0,135000.0,109000.0,174950.0,7.2968278264868465,1923455.0,65950.0
TF1,2015 +,250.0,20427000.0,207966.735,389353.9129170464,6795.0,166000.0,125625.0,229945.0,31.912090492424092,20426750.0,104320.0
TR12,1995 - 2004,11000.0,1450000.0,132914.5565,98395.72075342012,1567.0,106000.0,68500.0,166000.0,3.153783898867428,1439000.0,97500.0
TR12,2005 - 2014,31500.0,1550000.0,282119.3879,166779.78031700908,1351.0,245000.0,180000.0,330000.0,2.837911687505932,1518500.0,150000.0
TR12,2015 +,1000.0,8668251.0,392661.2142,406306.0490321794,1545.0,308500.0,220000.0,450000.0,8.863801658791928,8667251.0,230000.0
TW19,1995 - 2004,1750.0,995000.0,148382.979,102628.45709718196,3184.0,124000.0,79500.0,183950.0,2.240692899091587,993250.0,104450.0
TW19,2005 - 2014,3000.0,1167500.0,259945.1776,141543.4953799389,2528.0,225000.0,177950.0,292000.0,2.1031083354218194,1164500.0,114050.0
TW19,2015 +,800.0,80300000.0,483896.8018,2460819.894207288,2149.0,360000.0,265000.0,460000.0,31.81667197136406,80299200.0,195000.0
WA16,1995 - 2004,350.0,2300000.0,184389.9789,157077.8768083371,5208.0,140000.0,90000.0,222500.0,3.654837602296864,2299650.0,132500.0
WA16,2005 - 2014,24950.0,25000000.0,342617.4599,501489.2430741724,4149.0,250000.0,180000.0,378750.0,30.874268006373065,24975050.0,198750.0
WA16,2015 +,800.0,17000000.0,525484.9245,634279.8833360431,4345.0,387000.0,258000.0,620000.0,12.16718029895172,16999200.0,362000.0
WS9,1995 - 2004,1120.0,820000.0,108349.4026,64320.51318941548,4540.0,92500.0,65000.0,135000.0,2.541009497590561,818880.0,70000.0
WS9,2005 - 2014,10050.0,10256938.0,187098.1226,192600.35899880537,3760.0,164000.0,125000.0,215000.0,38.63165592766622,10246888.0,90000.0
WS9,2015 +,500.0,13755600.0,276946.1538,337178.11459795013,4004.0,225000.0,160000.0,306000.0,19.67818919115746,13755100.0,146000.0
YO4,1995 - 2004,34000.0,276000.0,120930.4545,83201.97414764938,11.0,92500.0,44950.0,185000.0,0.721422880623839,242000.0,140050.0
YO4,2005 - 2014,76000.0,1225000.0,439312.5,468372.560542086,4.0,88500.0,76000.0,367750.0,1.2766226667974356,1149000.0,291750.0
YO4,2015 +,95000.0,1945630.0,762876.3333,838662.3677063904,3.0,247999.0,95000.0,1945630.0,1.034246171438323,1850630.0,1850630.0
EX5,1995 - 2004,9000.0,1213967.0,140445.4168,99785.02805598684,3505.0,117500.0,72000.0,177000.0,2.6030353440797063,1204967.0,105000.0
EX5,2005 - 2014,250.0,2300000.0,267694.3923,148788.22528838008,3026.0,232500.0,175000.0,320000.0,3.802239508954603,2299750.0,145000.0
EX5,2015 +,750.0,21270000.0,326271.6325,428671.58219711424,5309.0,264950.0,210000.0,355000.0,29.564046819239213,21269250.0,145000.0
HP21,1995 - 2004,5000.0,500000.0,103254.1932,56632.95926762234,8541.0,89950.0,62000.0,130000.0,1.5566270084690694,495000.0,68000.0
HP21,2005 - 2014,27009.0,4134000.0,193377.6606,90873.0012741064,6073.0,175000.0,144000.0,233000.0,14.215359074232426,4106991.0,89000.0
HP21,2015 +,5000.0,17000000.0,305533.7164,418278.8442540369,5119.0,270000.0,205000.0,352500.0,29.25067644122478,16995000.0,147500.0
HX1,1995 - 2004,2000.0,810921.0,46668.8732,43997.84584831566,5175.0,33700.0,22000.0,53000.0,4.230375471696788,808921.0,31000.0
HX1,2005 - 2014,8000.0,44450000.0,111573.6511,701386.7155307144,4079.0,83087.0,61000.0,121500.0,62.03790607937762,44442000.0,60500.0
HX1,2015 +,2000.0,8000000.0,135058.2889,298755.4592101065,3261.0,85000.0,62000.0,130000.0,17.41265412564082,7998000.0,68000.0
M1,1995 - 2004,9000.0,560000.0,134600.6034,57630.87772372176,4032.0,127000.0,95000.0,164000.0,1.2626470311560667,551000.0,69000.0
M1,2005 - 2014,25000.0,35764367.0,186233.5556,691045.6521826632,3447.0,155000.0,129000.0,185000.0,43.88204529499176,35739367.0,56000.0
M1,2015 +,1000.0,86691213.0,587466.0857,3057545.267591488,4202.0,215000.0,165000.0,275000.0,16.453858895629928,86690213.0,110000.0
NE15,1995 - 2004,730.0,625000.0,60088.4711,48500.281578789,5634.0,47000.0,32000.0,71850.0,3.526823724810792,624270.0,39850.0
NE15,2005 - 2014,10000.0,6000000.0,124681.8269,117109.17201666186,4268.0,110000.0,82000.0,147000.0,31.962644051767363,5990000.0,65000.0
NE15,2015 +,440.0,11969728.0,174624.9172,370817.6422540379,4867.0,138000.0,94000.0,183995.0,21.430374811254524,11969288.0,89995.0
NG1,1995 - 2004,7000.0,750000.0,142644.3396,71728.2351954252,2079.0,135000.0,103000.0,173000.0,1.849579859279927,743000.0,70000.0
NG1,2005 - 2014,23000.0,25110500.0,177709.7189,744807.64310909,2369.0,130000.0,102850.0,165000.0,29.22357738361281,25087500.0,62150.0
NG1,2015 +,100.0,68945000.0,638045.375,3348768.5759242205,2720.0,155000.0,110000.0,245000.0,13.410730447766666,68944900.0,135000.0
NG5,1995 - 2004,1500.0,850000.0,76413.5145,48584.37154921944,16115.0,61950.0,44000.0,95000.0,2.789548433745604,848500.0,51000.0
NG5,2005 - 2014,1500.0,5850000.0,133427.2386,94689.03146784772,12607.0,120000.0,94000.0,155500.0,30.46025711001261,5848500.0,61500.0
NG5,2015 +,100.0,33465171.0,195689.0538,455425.0897886555,12753.0,160000.0,122000.0,216250.0,51.39148901920375,33465071.0,94250.0
NN13,1995 - 2004,6000.0,1800000.0,125459.0747,84933.22396229286,6308.0,107950.0,72000.0,154000.0,4.636947965831633,1794000.0,82000.0
NN13,2005 - 2014,21750.0,5640000.0,235426.2008,173903.3380375557,3546.0,199000.0,161500.0,262500.0,15.173515846803896,5618250.0,101000.0
NN13,2015 +,1000.0,33158109.0,380067.4448,876276.8537735179,4593.0,298000.0,237500.0,392000.0,22.750825552560624,33157109.0,154500.0
NN29,1995 - 2004,6000.0,750000.0,98196.9094,66588.66152860835,2692.0,80000.0,51500.0,126000.0,2.259935600560523,744000.0,74500.0
NN29,2005 - 2014,23500.0,1725000.0,186932.8993,106746.22832046724,2055.0,160000.0,125500.0,213000.0,3.968682014009172,1701500.0,87500.0
NN29,2015 +,10000.0,7240000.0,268166.9436,222315.9598007539,1737.0,230000.0,176500.0,300000.0,18.619082643464143,7230000.0,123500.0
NP2,1995 - 2004,10000.0,240000.0,57741.25,56917.00557335655,16.0,32500.0,18500.0,72500.0,2.170572524017624,230000.0,54000.0
NP2,2005 - 2014,78000.0,145000.0,108333.3333,27716.822007983206,3.0,102000.0,78000.0,145000.0,0.4962321287455923,67000.0,67000.0
NP2,2015 +,30000.0,340000.0,193571.4286,106325.4534004738,7.0,175000.0,90000.0,310000.0,-0.0784202828344041,310000.0,220000.0
NP25,1995 - 2004,2200.0,900000.0,123904.3435,83497.71628072992,2964.0,102500.0,63000.0,164950.0,2.0818736859966127,897800.0,101950.0
NP25,2005 - 2014,30000.0,1550000.0,241743.2176,135621.71955275766,2335.0,209100.0,150000.0,290000.0,2.4220923990391507,1520000.0,140000.0
NP25,2015 +,1000.0,3750000.0,329114.3523,220535.18296620023,2719.0,279000.0,190000.0,405000.0,3.693506373883818,3749000.0,215000.0
PO34,1995 - 2004,100.0,1560000.0,137060.3987,102002.37267298852,780.0,110000.0,74500.0,175000.0,4.683409656986824,1559900.0,100500.0
PO34,2005 - 2014,46500.0,1450000.0,297533.6152,172450.8095230703,564.0,249000.0,205000.0,330000.0,2.865572608015286,1403500.0,125000.0
PO34,2015 +,500.0,4750000.0,388288.3501,333470.31147881085,694.0,320000.0,238000.0,436000.0,5.852074396526957,4749500.0,198000.0
SE2,1995 - 2004,5500.0,415000.0,99547.2455,50428.88648570835,3703.0,87000.0,59995.0,138000.0,0.8474405335361094,409500.0,78005.0
SE2,2005 - 2014,51200.0,1600000.0,187033.1536,60012.88368130089,2480.0,180000.0,156000.0,210000.0,6.04318808099876,1548800.0,54000.0
SE2,2015 +,1000.0,17000000.0,362085.4157,499309.5494184758,2247.0,340350.0,263000.0,400000.0,27.00635244220828,16999000.0,137000.0
SK14,1995 - 2004,300.0,600000.0,68366.5298,48606.333189625104,8092.0,55000.0,38000.0,84500.0,3.0401656431889204,599700.0,46500.0
SK14,2005 - 2014,10000.0,2340938.0,134488.6607,77150.96862283966,6554.0,119995.0,89000.0,160000.0,6.302237776748125,2330938.0,71000.0
SK14,2015 +,100.0,6335000.0,184274.8531,191348.29996494405,7933.0,156250.0,115000.0,210000.0,17.9401223447485,6334900.0,95000.0
SS6,1995 - 2004,1000.0,925000.0,126726.8252,72710.50904039686,7115.0,108250.0,75500.0,159995.0,1.9919109845705305,924000.0,84495.0
SS6,2005 - 2014,48000.0,2600000.0,241836.1404,107013.9365961264,5728.0,220000.0,182000.0,270000.0,4.655127984749976,2552000.0,88000.0
SS6,2015 +,500.0,29583337.0,391847.3317,536865.1188981028,5236.0,350000.0,285000.0,435000.0,39.072856896752015,29582837.0,150000.0
ST12,1995 - 2004,13780.0,620000.0,122981.2818,88046.75650684518,479.0,90000.0,59950.0,166000.0,1.6755414825041544,606220.0,106050.0
ST12,2005 - 2014,51000.0,12000000.0,231979.4682,546698.9175535776,487.0,172000.0,129950.0,256000.0,20.53982222127602,11949000.0,126050.0
ST12,2015 +,2000.0,1950000.0,330959.2023,195105.0543488165,791.0,290000.0,186000.0,415000.0,2.247323147749343,1948000.0,229000.0
ST17,1995 - 2004,1150.0,1236223.0,94531.1945,63567.89462697643,7054.0,77000.0,54000.0,118000.0,3.450583087484512,1235073.0,64000.0
ST17,2005 - 2014,20000.0,4240423.0,175115.2838,102048.07293558528,5553.0,154995.0,122500.0,200000.0,13.172444828664336,4220423.0,77500.0
ST17,2015 +,1500.0,4550000.0,230091.4067,157959.92210714734,5739.0,190000.0,148000.0,267000.0,8.137668593895222,4548500.0,119000.0
TN5,1995 - 2004,8000.0,2000000.0,202469.0711,167906.19159757704,1785.0,157500.0,94500.0,249500.0,3.1180294026243685,1992000.0,155000.0
TN5,2005 - 2014,55000.0,3650000.0,389051.2534,301055.579673551,1405.0,310000.0,225000.0,448250.0,3.976537015298778,3595000.0,223250.0
TN5,2015 +,500.0,5875000.0,582562.3578,521123.4674246417,1417.0,435000.0,322500.0,660000.0,4.289182119393249,5874500.0,337500.0
TS1,1995 - 2004,2600.0,528750.0,28408.6783,23519.732616322053,4781.0,23500.0,17500.0,30000.0,7.012767647047749,526150.0,12500.0
TS1,2005 - 2014,13150.0,1050000.0,65932.6953,42960.564589482216,3580.0,57000.0,47000.0,72500.0,8.275846732885928,1036850.0,25500.0
TS1,2015 +,1000.0,13600353.0,134278.2988,624808.5480540486,2965.0,56500.0,43987.0,73000.0,12.761592016689333,13599353.0,29013.0
WF10,1995 - 2004,3500.0,559200.0,63533.6392,39840.84006490717,7642.0,54000.0,35000.0,79995.0,2.048308383223657,555700.0,44995.0
WF10,2005 - 2014,12000.0,5690000.0,123970.5677,94179.26125379343,6903.0,111000.0,85000.0,150000.0,34.52470109801598,5678000.0,65000.0
WF10,2015 +,100.0,68945000.0,192276.6007,916861.2684361404,9318.0,145000.0,102700.0,193000.0,52.67448976090045,68944900.0,90300.0
FY1,1995 - 2004,2000.0,900000.0,54799.5445,36696.149820661405,9881.0,45000.0,33500.0,65000.0,4.945916770656282,898000.0,31500.0
FY1,2005 - 2014,3300.0,18535787.0,107321.2607,345580.8329596938,6083.0,89950.0,71000.0,118745.0,50.52091812248023,18532487.0,47745.0
FY1,2015 +,100.0,12619992.0,123499.8859,281635.1532905583,6633.0,86000.0,65000.0,120100.0,22.25007185058668,12619892.0,55100.0
GU25,1995 - 2004,22500.0,8275000.0,454339.5639,507446.0102437311,1502.0,320000.0,195000.0,500000.0,5.091311435793425,8252500.0,305000.0
GU25,2005 - 2014,52500.0,28000000.0,1002448.3653,1538224.9236474058,1295.0,570000.0,355000.0,1100000.0,8.76562832990997,27947500.0,745000.0
GU25,2015 +,20000.0,31000000.0,1656365.1743,2744229.845970023,1067.0,800000.0,492500.0,1588000.0,5.150129636134505,30980000.0,1095500.0
HX5,1995 - 2004,6250.0,508718.0,65893.8785,48726.79782302215,1991.0,52500.0,35500.0,79500.0,2.808134820963813,502468.0,44000.0
HX5,2005 - 2014,10000.0,6112500.0,135917.4826,212435.1181478272,1728.0,119175.0,87000.0,156500.0,25.815912604536177,6102500.0,69500.0
HX5,2015 +,150.0,17000000.0,216838.2603,588734.3759417142,1706.0,137000.0,95000.0,204600.0,17.90821101430236,16999850.0,109600.0
IP18,1995 - 2004,10000.0,745000.0,152323.2535,108000.24941022805,1294.0,124000.0,73000.0,196500.0,1.63818170707397,735000.0,123500.0
IP18,2005 - 2014,6999.0,2750000.0,338694.528,210222.89867280136,1303.0,290000.0,200000.0,420000.0,2.9490136555655746,2743001.0,220000.0
IP18,2015 +,500.0,3500000.0,522201.6036,369508.9304780099,1163.0,437500.0,290000.0,637500.0,2.5526398841195213,3499500.0,347500.0
L42,1995 - 2004,17500.0,59500.0,31666.6667,19682.19725764603,3.0,18000.0,17500.0,59500.0,1.060146817299744,42000.0,42000.0
L42,2005 - 2014,,,,,,,,,,,
L42,2015 +,120000.0,290000.0,217500.0,74624.05778299649,4.0,170000.0,120000.0,290000.0,-0.2180777900674683,170000.0,170000.0
LA5,1995 - 2004,10000.0,607500.0,98137.9194,67060.6984004387,3984.0,77000.0,54500.0,124000.0,2.060406987764993,597500.0,69500.0
LA5,2005 - 2014,15000.0,850000.0,199414.6606,100020.54568849894,2781.0,175000.0,129000.0,245000.0,1.700961687599598,835000.0,116000.0
LA5,2015 +,1000.0,2400000.0,249421.9293,170554.34418730414,3138.0,210000.0,153000.0,299950.0,5.064996761356452,2399000.0,146950.0
LL22,1995 - 2004,1200.0,440000.0,75279.9546,46184.25438983634,3858.0,62500.0,44000.0,90000.0,1.95064646668367,438800.0,46000.0
LL22,2005 - 2014,22500.0,660000.0,149175.0489,65547.60544897678,2862.0,135000.0,108000.0,175000.0,2.0104267710390777,637500.0,67000.0
LL22,2015 +,12000.0,11102998.0,200990.4225,270270.2024571804,3460.0,165000.0,127000.0,229995.0,25.306505074341327,11090998.0,102995.0
LL27,1995 - 2004,14540.0,250000.0,83742.1967,58661.73361121179,122.0,65000.0,45000.0,98500.0,1.4064387025824752,235460.0,53500.0
LL27,2005 - 2014,32500.0,445000.0,173491.4286,87200.7540870135,91.0,145000.0,115000.0,215000.0,1.0752440633848732,412500.0,100000.0
LL27,2015 +,35000.0,700000.0,233982.8431,133239.44189463448,153.0,200000.0,131500.0,300000.0,1.1674419738575754,665000.0,168500.0
M24,1995 - 2004,271.0,400000.0,57096.5797,39130.74472360867,7494.0,47000.0,32500.0,69950.0,2.590339463940818,399729.0,37450.0
M24,2005 - 2014,10000.0,22450000.0,123519.473,334362.53066846915,5753.0,101000.0,78000.0,141450.0,56.8890318061115,22440000.0,63450.0
M24,2015 +,125.0,41108649.0,188421.1578,632406.5120007937,7683.0,145000.0,100000.0,203995.0,44.0636803063632,41108524.0,103995.0
MK7,1995 - 2004,5500.0,550002.0,100406.896,70430.85443488331,6248.0,83500.0,51000.0,131950.0,1.6487029966645317,544502.0,80950.0
MK7,2005 - 2014,5000.0,4360000.0,202201.9109,156382.84849188317,2705.0,173000.0,128500.0,250000.0,10.051223773516153,4355000.0,121500.0
MK7,2015 +,500.0,30946037.0,385259.1564,1246443.3033326254,2085.0,264950.0,172000.0,384995.0,18.16178509899564,30945537.0,212995.0
NE61,1995 - 2004,750.0,795000.0,98287.3915,77276.64803074724,6158.0,78000.0,47750.0,125000.0,2.350425854138523,794250.0,77250.0
